,tactile_static_data.left.std.ret/250.0,tactile_static_data.right.std.ret/250.0,robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1528887967.83,0.8316419934686832,0.7527227340238671,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.10059372809555658,0.12306273587741605,0.013649971047483975,0.009270720160513519,-0.02387690050420349,0.10868572073639667,0.015071272596092533,-0.016639217588936876
1528887967.93,0.8023757344362584,0.7492463901693968,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.0915338550614694,0.0821846036749761,0.012628369070807445,0.016881119663819007,-0.020170187291347185,0.06838268958106668,0.006574211098260496,-0.009446906923247343
1528887968.03,0.760360210723317,0.7410102151659742,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.07576869817134531,0.047968402413750034,0.0014748505049258995,0.010626057934863164,-0.015979329861519093,0.02917189494751762,0.006367057077777796,-0.00648913174493684
1528887968.13,0.722230214003267,0.7288643985609863,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.05138478282881656,0.034022823379706454,0.0018150829472757582,0.00875903461480536,-0.001172915523188607,0.010452773299636283,0.002083886546389417,0.004944431130238276
1528887968.23,0.711667000545269,0.7247729834558727,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.05776332272516823,0.033957420365701686,0.003788682732614761,0.011746869822458338,-0.000994753612316599,0.008258078951175347,0.0011591553425466616,0.015253921488795053
1528887968.33,0.7143783533742113,0.7222268517631328,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.05460970678734496,0.03203067293837546,-0.004828927209594224,0.008525691377239554,-0.003651681622140165,0.00942701621849496,0.011738290438409304,0.007121690130299876
1528887968.43,0.7151694443818497,0.7204411003484293,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.04976238587263815,0.0338178895055855,-0.0032785043396647224,0.006509808632475707,-0.0001859811814716168,0.002750296916824272,0.005760113473152441,0.008796822959399517
1528887968.53,0.7138890959236455,0.7163708552969126,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.043592356097551854,0.03239986270704589,0.00356255159123481,0.007627170216764552,0.003333285427988758,0.00021589268075295712,-0.010180715853902195,0.015984783738454945
1528887968.63,0.714735316976696,0.715446443124337,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.03938283372187216,0.0334036404757972,0.004445158238322082,0.00440072012789526,0.00028315529966763684,-0.005267092461182701,-0.010101749127250927,0.015081419781655211
1528887968.73,0.7141409919580782,0.7163352822266118,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.03956753888339616,0.03402787201601669,0.005248085439898317,0.002781154420053861,-0.000575753077165047,-0.008052247481251669,-0.012774522662738777,0.01360799401108941
1528887968.83,0.7142496434378754,0.7170371565039273,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.0329137504342955,0.03399443021817399,0.010507272063386577,0.004151682837515712,-0.00028379744564055725,-0.010817976613164491,-0.0190100992643969,0.022425755728354972
1528887968.93,0.7172019411412509,0.7161283672041372,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.029812543237552197,0.032461843058214486,0.007932551863665838,0.003551072882183679,-0.00033592853404959056,-0.008692231190667057,-0.013467972919920405,0.023114421406329293
1528887969.03,0.7214094278436044,0.7165741942950671,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.031851488338744294,0.03639982885497148,0.007608769235042508,-0.0028715374325442846,0.001281320389097416,-0.01817552967597767,-0.011829900705240776,0.010788282536420751
1528887969.13,0.7226300532330824,0.7169891802343223,0.8537780413933737,2.465017757352416,-0.17190001487731932,0.7886999730952085,0.2781001281738284,-0.08650000095367433,-0.04729999899864197,0.001600000075995922,0.04325513850078697,0.034504606189230264,0.005886082630082316,-0.005212673980748507,0.00791279120327744,-0.018591605898340496,-0.009555391626534418,0.005191078425128613
