,"tactile_static_data.left.std.clip(ret/60.0, -10, 10)","tactile_static_data.right.std.clip(ret/60.0, -10, 10)",robotiq_force_sensor.wrench.force.norm.dividedby10,robotiq_force_sensor.wrench.torque.norm.dividedby0.4,wrench.force.x.ret/10.0,wrench.force.y.ret/10.0,wrench.force.z.ret/10.0,wrench.torque.x.ret/10.0,wrench.torque.y.ret/10.0,wrench.torque.z.ret/10.0,baxter_enpoint_pose.twist.linear.norm.dividedby0.4,baxter_enpoint_pose.twist.angular.norm,baxter_enpoint_pose.twist.linear.x,baxter_enpoint_pose.twist.linear.y,baxter_enpoint_pose.twist.linear.z,baxter_enpoint_pose.twist.angular.x,baxter_enpoint_pose.twist.angular.y,baxter_enpoint_pose.twist.angular.z
1528115892.36,3.07542295331407,3.601963858772805,0.40567300353091534,1.0383392939504783,-0.04169999837875366,-0.35699999779462815,0.17680004119873033,0.03726000010967255,-0.005339999943971634,-0.017499999701976778,0.036402349164568575,0.02410493886880519,-0.0005290359108213747,0.0035823109287933556,0.0010073331372933434,-0.0011874175905299315,-0.0014895924489946727,0.005909140464939135
1528115892.46,3.0789529170956516,3.5965921636306764,0.42318017040330885,1.0624137637755573,-0.01370000123977661,-0.38279999703168865,0.17000011444091784,0.0381199997663498,-0.005979999899864198,-0.017719999849796296,0.027008384923380483,0.019373771750799667,0.0011299592511709174,0.006815249866858132,0.002743531899888649,0.00031721734845278123,-0.005816662941588101,0.009618336074805544
1528115892.56,3.0738476786383617,3.602995420891615,0.4536474229336735,1.0679266002438923,0.016500003337860107,-0.41559999674558634,0.1676000595092772,0.03865999937057496,-0.006259999871253968,-0.0169200000166893,0.037034212380087084,0.02099061211891705,0.0030860145188675737,0.0022521073034740997,0.004841214154966359,-0.0030138197496553188,-0.006433721999310901,0.00640439919609362
1528115892.66,3.0674914251158607,3.596976331949899,0.4833446435720526,1.0691431049504443,0.015100009441375732,-0.4379999968409538,0.18780010223388657,0.038919999003410345,-0.006199999898672104,-0.016500000059604645,0.05582977430827704,0.0396003674665749,-0.003131949044524327,0.0047331204859393655,0.009009438691010632,0.007070374353950537,0.007866182068663727,0.013296443104280256
1528115892.76,3.061375092272585,3.601577047661328,0.5695881543719169,1.0083568426547846,-0.00769999265670776,-0.40219999760389336,0.32120006561279285,0.034479999244213105,-0.009019999802112579,-0.016480000019073487,0.12152814951221197,0.09514427631096106,-0.03007021006091084,0.003972113789404263,0.00871801789507742,-0.00012326963456321324,0.06285843372931729,0.016702820270237607
1528115892.86,3.0499388068764564,3.596318879260842,0.7033052404087566,1.009754287584032,-0.03349998712539673,-0.40099999636411665,0.4818000411987303,0.03339999943971634,-0.012639999911189078,-0.01566000014543533,0.18569481526275206,0.1584650480012414,-0.06421027978460589,-0.008162232571860878,0.011064314304722676,-0.02417600447313212,0.13988422977519915,0.0037255041692502494
1528115892.96,3.0717764585729213,3.5707570396304704,0.8705225686657738,0.9298622960820699,-0.011699984073638911,-0.3185999974608421,0.7256000137329102,0.02889999955892563,-0.015239999964833259,-0.013879999965429306,0.23425566338767237,0.19244558100138248,-0.08188385676686576,-0.007281078914530014,0.019671472526169353,-0.029957967642974124,0.17225922333947644,0.014884394357372197
1528115893.06,3.0503564614594723,3.564554762571629,1.0315865939991766,0.8024950338252315,0.023500010967254653,-0.21259999841451643,0.9592000198364257,0.021999999657273298,-0.011100000068545342,-0.012459999918937684,0.2631672504095613,0.2125024518970016,-0.07781213691803433,-0.0009450787619735153,0.03227843517599814,-0.011925039826962552,0.1602566676387125,0.0022374137126773136
1528115893.16,3.038375176299331,3.5688433413663527,1.159446727745634,0.6739127624280546,0.034300010204315196,-0.13499999850988387,1.1303999710083008,0.0156199998408556,-0.008340000063180924,-0.011660000085830688,0.3015011168638894,0.2287161814475641,-0.05710990971124911,0.0025184095745361887,0.04756437779562414,-0.007975166757790244,0.11068052941146643,-0.0022871574795988872
1528115893.26,3.031449988222337,3.5691336483455114,1.206250326576957,0.5963266549256918,0.0943000054359436,-0.12559999890625478,1.1799999618530272,0.013019999787211417,-0.003180000185966492,-0.01128000020980835,0.29726574990112536,0.20954062848185137,-0.014042692392918991,0.008305305646601716,0.06616303639874896,0.010339777628186895,0.019863276770362884,-0.013192606356684023
1528115893.36,3.0176115836309236,3.5757363227441363,1.2307989687219791,0.48498373395194844,0.13310000181198123,-0.10379999943077564,1.2129999923706056,0.008259999826550485,-0.0012600001692771913,-0.01060000002384186,0.2827763273824784,0.17190866264406904,0.026758855742218975,0.01475904866929145,0.08586601345574289,0.04724305880435811,-0.07902134075311881,-0.017216697653928602
1528115893.46,3.0056765058087493,3.603448604180982,1.2401552635568007,0.44317548640881516,0.13890000104904177,-0.13139999933540822,1.2188000106811523,0.006479999944567681,-0.00040000021457672116,-0.01050000011920929,0.28492488931419335,0.14805986927263967,0.04612147795569456,0.0176657515904671,0.0985330178801509,0.06273070199714231,-0.12333362407117485,-0.02414118854449538
1528115893.56,3.0334558889735934,3.610350405041202,1.2361133170225993,0.49584671919197126,0.08410000562667848,-0.2083999974280596,1.209600028991699,0.007800000011920929,-0.007880000174045564,-0.011020000129938127,0.2806711335456541,0.13791283249986505,0.04102916245214891,0.008885304956985193,0.0968417904889758,0.039612184418009365,-0.12018785529544868,-0.011150260019644025
1528115893.66,3.0410844137736204,3.6003912786429555,1.2584888745850795,0.5523020926532248,0.0737000060081482,-0.2591999990493059,1.2260000228881835,0.008120000064373018,-0.013980000168085097,-0.011460000127553941,0.24645021987058296,0.10813093801046679,0.023807079312784193,0.00040611801739490346,0.08752084870191908,0.02932740354994364,-0.08750890743362046,-0.009396996632865987
1528115893.76,3.044414052604262,3.6104590363307687,1.3407170866851208,0.530222254729793,0.09310001134872437,-0.2701999995112419,1.305400047302246,0.008060000091791152,-0.014540000148117542,-0.010680000185966492,0.22057997817970756,0.09922331036443452,0.006544655026554303,-0.007583972312536181,0.08348682617389314,0.028983048088937514,-0.0456724179474712,-0.02719957904826125
1528115893.86,3.0482084229767024,3.621735005986334,1.3624681546097905,0.5190244756018215,0.12170001745224002,-0.2993999990820885,1.317400016784668,0.009200000017881394,-0.012340000085532665,-0.01062000021338463,0.18943960377542557,0.08663315689820467,-0.0016589786740575736,-0.005064358084670449,0.07283844814705052,0.00996696837113667,-0.024356769521868965,0.0054896837852924756
1528115893.96,3.0413349457468386,3.623095897481015,1.311746982437254,0.47775291101543105,0.13430001974105837,-0.2670000001788139,1.2678000259399413,0.007680000029504299,-0.0077600000426173215,-0.011220000088214875,0.16712836031279799,0.07560345427499049,-0.002590583966805736,-0.00590163286287454,0.06393108914864418,0.004856828610222085,-0.014827751783805833,-0.00034625190133578477
